LC NO.,LC 개설일,LC 만기일,LC 결제 금액,제조/판매,ORDER NO.,제지사,품명,평량,SHIPPER,BUYER,QUANTITY,MT,PRICE,AMOUNT,B/L,VESSEL,CTR NO.,CTR EA,환율,ETD,ETA,통관일,수입통관 발행일,수입통관 결제금액,결제일,발주서,계약서,선적서류,"통관서류
(선사 INVOICE)","통관서류
(면장,배차요청서)",원산지,월별 정리,비고,ETD TIMESTAMP,ETA TIMESTAMP,발주일,통관 완료
,,,,판,CS-231025.,SNP,MGI,30,SNP,POSCO 2ND,70,44.877Mt,$1250.00,"$56,096.25",SNKO190231003247,YANGTZE TRADER 2331N,SEKU4436700,2X40FT,"₩1,302.80",12/6,12/18,12/19,1/18,"₩7,353,090.0",12/19,,https://drive.google.com/file/d/10oZcBDTQBjRRclrXdeZxvFXgvPM5WeJd/view?usp=sharing,https://drive.google.com/file/d/1SLxZRBzBXSp_PAdjswk-vL6XsPxxJhaV/view?usp=sharing,,,,23년10월,510978085,,,10/25,TRUE
M04FQ2310NU00139,10/19,3/18,$41310.52,판,CS-231026.,APP,C2S,157/180/200,GOLD EAST,CHISAN,58,51.638Mt,$800.00,"$41,310.52",OOLU2728642250,NAN HANG 717,OOLU1543910,3X20FT,"₩1,334.10",12/4,12/16,12/18,1/18,"₩5,414,980.0",3/18,,https://drive.google.com/file/d/1BSYQ2Gbz-xERyBaGYWhtrr7jweinSfeL/view?usp=sharing,https://drive.google.com/file/d/1wIT9CE_ehDnqYRHGKRlpGFzMSN4bVYM1/view?usp=sharing,,,,23년10월,HNKR2300050CC,,,10/26,TRUE
,,,,제,CS-231027.,HOKUETSU,MG,35,HOKUETSU,CHISAN,38,20.998Mt,$1200.05,"$25,198.56",PCSLNKBIC23Q0027,PEGASUS PACER,BEAU5061768,1X40FT,"₩1,303.50",12/16,12/22,12/26,1/18,"₩3,325,210.0",12/22,,https://drive.google.com/file/d/1t-XBH65DCVINUkZbGOFq-zYLwHCBnQ4x/view?usp=sharing,https://drive.google.com/file/d/1PTRz_wtl1WLwA9P7NkTZtanNX8Cof5an/view?usp=sharing,,,,23년10월,XQ-2013,,,10/27,TRUE
M04FQ2310NU00146,10/23,3/11,$24938.40,제,CS-231028.,UPM,COPY,80,UPM,CHISAN,48,31.173Mt,$800.00,"$24,938.40",SCGUINC9FA144,CONCERTO,CSLU2136200,2X20FT,"₩1,316.30",11/30,12/1,12/18,1/18,"₩3,279,370.0",3/11,,https://drive.google.com/file/d/1u3zuUaHWk6QN7vtvGODP7KuBBej_Mtge/view?usp=sharing,https://drive.google.com/file/d/1DMd8ICYV_2Vi06Z70gaq2376BnLy9VAy/view?usp=sharing,,,,23년10월,8616819,,,10/28,TRUE
M04FQ2311NU00032,11/1,2/27,$34009.47,제,CS-231029.,CHUNGHWA,WF,65,CHUNGHWA,CHISAN,34,41.987Mt,$810.00,"$34,009.47",YMJAI202580958,YM INCREMENT,BMOU5683848,2X40FT,"₩1,333.20",11/24,11/28,12/5,12/29,"₩4,433,680.0",2/27,,https://drive.google.com/file/d/11C4x8MG3ihBel96-T1kbxARkb3tH1HFA/view?usp=sharing,https://drive.google.com/file/d/1TfsVtQBXDdmw832w_76fLaV_g3fftYne/view?usp=sharing,,,,23년10월,DW231007,,,10/29,TRUE
,,,,판,CS-231030.,OPT,THERMAL,62,OPT,신도,68,22.766Mt,$2225.81,"$50,673.60",POBULCH231200045,POS HOCHIMINH,BSIU8200430,1X40FT,"₩1,296.00",12/16,12/24,12/28,1/18,"₩6,623,590.0",12/27,,https://drive.google.com/file/d/19nSbgBLySalFlSawAVJWd9Hnc6M51MF4/view?usp=sharing,https://drive.google.com/file/d/1vxjo3I_FoTh2wWKRSyzEFpTJ0V7LprVA/view?usp=sharing,,,,23년10월,OJ-5254,,,10/30,TRUE
,,,,제,CS-231031.,AP,KRAFT,STOCK,AP,CHISAN,53,43.543Mt,$700.00,"$30,480.10",COSU6368189820,OOCL DURBAN,FFAU3183470,2X40FT,"₩1,316.30",11/14,12/28,1/4,1/18,"₩3,948,170.0",12/13,,https://drive.google.com/file/d/1zWAeuYznfjrVPbqcKA1V8oRaPG3ZRg3K/view?usp=sharing,https://drive.google.com/file/d/1o1FY2nb2ib6lX4fuOzGI5SGC_YokHvif/view?usp=sharing,,,,23년10월,,,,10/31,TRUE
M079W2310NU00324,10/31,3/18,$53745.12,판,CS-231032.,APRIL,NATURAL WHITE,98,APRIL,CHISAN,79,66.352Mt,$810.00,"$53,745.12",YMJAI224038598,HAI RIAN LONG,BMOU5689701,3X40FT,"₩1,334.65",12/2,12/16,12/18,1/18,"₩7,044,910.0",3/18,,https://drive.google.com/file/d/18FX6W--zGfkptIx8UIWdW-L25Eh5ZAsm/view?usp=sharing,https://drive.google.com/file/d/17oyKlhbttwEJt0dbY1c3PZYQJcB3wDPm/view?usp=sharing,,,,23년10월,,,,10/31,TRUE
,,,,,CS-231033.,VISY,KLB,170,VISY,DONGJU,,,,,,,,,,,,,,,,,,,,,,23년10월,,,,10/31,TRUE
다이에이통관,,,,판,CS-231034.,SNP,MGP,35/50,SNP,대양트레드,56,21.747Mt,$1200.00,"$26,096.40",KMTCBKK3260715,KMTC OSAKA,TXGU5962026,1X40FT,,11/26,12/3,,,,,,https://drive.google.com/file/d/1nKRIrCnFQioakp18o_kTp2ZYPd2eANz9/view?usp=sharing,https://drive.google.com/file/d/1JE_GozzpRu7RwRZe2e_E43K4biEc31XD/view?usp=sharing,,,,23년10월,,,,10/31,TRUE
M04FQ2311NU00018,11/1,3/7,$54237.60,제,CS-231035.1,YUEYANG,WF,75,ROXELLE,CHISAN,48,67.797Mt,$800.00,"$54,237.60",SITGYUING05316,TIAN HAI 7,CAAU6305578,3X40FT,"₩1,329.90",12/8,12/21,12/28,1/18,"₩7,336,010.0",3/7,,https://drive.google.com/file/d/1gApTKxtTLI5QvYfxgiGP7CrTM2Snr5q5/view?usp=sharing,https://drive.google.com/file/d/1xFUY1evAXgYjugeOdCJmI3lu_oX8VAuT/view?usp=sharing,,,,23년10월,7140029,,,10/31,TRUE
M04FQ2311NU00018,11/1,3/18,$36192.00,제,CS-231035.2,YUEYANG,WF,75,ROXCEL,CHISAN,32,45.24Mt,$800.00,"$36,192.00",SITGYUING05338,HUA GUANG YANG,SITU9114681,1X40FT,"₩1,334.10",12/18,1/4,1/19,2/28,"₩4,952,310.0",3/18,,https://drive.google.com/file/d/1gApTKxtTLI5QvYfxgiGP7CrTM2Snr5q5/view?usp=sharing,https://drive.google.com/file/d/1ypFglyGnFp9Vx_QA7zVCP_kwCgRVYsVo/view?usp=sharing,,,,23년10월,,,,10/31,FALSE
M079W2311NU00040,11/1,4/16,$18609.43,제,CS-231036.,THAI,COPY,80,PHEONIX P&P,CHISAN,30,22.421Mt,$830.00,"$18,609.43",KMTCBKK3298674,KMTC NAGOYA,SEKU5944732,1X40FT,"₩1,399.49",1/8,1/16,1/15,1/18,"₩2,447,770.0",4/16,,https://drive.google.com/file/d/1nZrfJWh6QZDzuF3f3bdhEEfk0kvYSUXa/view?usp=sharing,https://drive.google.com/file/d/1We4eDq8HHRntLevQ6Y19_S9-2zATR6bD/view?usp=sharing,,,,23년10월,510778434,,,10/31,FALSE
M04FQ2311NU00071,11/16,4/2,$24809.60,제,CS-231101.,UPM,COPY,80,UPM,CHISAN,48,31.012Mt,$800.00,"$24,809.60",SCGUINC9FA192,CONSISTENCE 568E,CSLU2319582,2X20FT,"₩1,354.60",12/24,12/25,1/4,1/18,"₩3,224,160.0",4/2,,https://drive.google.com/file/d/1j8L3EGQ9ltKnRVHAgWHAVexuL-RqCd1A/view?usp=sharing,https://drive.google.com/file/d/1TIIcTYkkEWk2niGGldSJAwnAholkCbwE/view?usp=sharing,,,,23년11월,8630259,,,11/1,TRUE
,,,,판,CS-231102.,CPC,WF,95,CPC,CHISAN,114,131.982Mt,$840.00,"$110,865.46",HASLJ03231200079,GLOBAL NUBIRA,SKHU9539229,6X40FT,"₩1,315.20",1/15,1/16,1/15,1/18,"₩14,582,570.0",,,https://drive.google.com/file/d/1WXBqHI0NF5Fzul1erjCcAsd7jhzbPx2z/view?usp=sharing,https://drive.google.com/file/d/12BnzTvVD2D27-iXFt6R2w48I5tlciOzP/view?usp=drivesdk,,,,23년11월,"CICH23113
11/30 10,832.98
1/8 25,301.88",,,11/2,FALSE
,,,,제,CS-231103.,CPC,WF,64,CPC,CHISAN,114,131.982Mt,$840.00,"$110,865.46",HASLJ03231200079,GLOBAL NUBIRA,SKHU9539229,6X40FT,"₩1,315.20",1/15,1/16,1/15,1/18,"₩14,582,570.0",,,https://drive.google.com/file/d/1auxR3wuvIj9ZAuqgxrxXL9tnlQWiae1K/view?usp=sharing,https://drive.google.com/file/d/12Ct0om_LjjPymmeu_YOcCTqOjIk6-DWG/view?usp=drivesdk,,,,23년11월,"CICH23111
11/30 22,407.84
1/8 52,322.76",,,11/3,FALSE
,,,,제,CS-231104.,CPC,WF,52.3,CPC,CHISAN,54,67.144Mt,$939.59,"$63,088.07",HASLJ03231200074,GLOBAL NUBIRA,TCNU4543402,3X40FT,"₩1,315.30",1/25,1/27,1/26,2/28,"₩8,388,180.0",1/8,,https://drive.google.com/file/d/1z5Bn-s55-mCGKrVh5Xfk3nE0w0DserPj/view?usp=sharing,https://drive.google.com/file/d/17y4Z8FpvQrqxyTFafA-BDoVWiObdUqzL/view?usp=sharing,,,,23년11월,"CICH23112
11/30 18,926.42
1/8 44,161.65",1/25,1/24,11/4,FALSE
M04FQ2311NU00096,11/24,5/21,$41290.80,제,CS-231105.,CPC,KRAFT,50,CPC,CHISANBIO,56,43.464Mt,$950.00,"$41,290.80",PCLUMNF401900,SUNNY CANADA 2401W,PCLU5111980,2X40FT,"₩1,364.60",2/3,2/13,2/16,3/29,"₩5,486,100.0",5/21,,https://drive.google.com/file/d/1TaKE4o675U4KZZtso6ijMw89XVHxuAwo/view?usp=sharing,https://drive.google.com/file/d/1q9S-Zn_37b33pG0X1ckF9sOD9QmNI1jr/view?usp=drive_link,,,,23년11월,OB-231101,2/5,2/5,11/5,FALSE
,,,,판,CS-231106.,OPT,NCR,,OPT,CHISAN,137,22.798Mt,$1581.09,"$36,045.72",KMTCLCH4605451,KMTC TAIPEIS 2401N,KMTU9348063,1X40FT,"₩1,338.20",1/24,2/4,2/5,2/28,"₩4,859,930.0",,,https://drive.google.com/file/d/1I_mOqZ5e-wrZpw3pxAKS4_07vebwzClk/view?usp=sharing,https://drive.google.com/file/d/1jkO0pKBW_dumwSoMRMP6WFvhqzrwkdqM/view?usp=drive_link,,,,23년11월,OJ-5259,1/29,1/25,11/6,FALSE
,,,,판,CS-231107.,OPT,NCR,,OPT,청솔특수지,297,44.495Mt,$1560.93,"$69,453.65",KMTCLCH4605844,POS BANGKOK 1047N,DFSU7695665,2X40FT,,1/26,2/4,,,,,,https://drive.google.com/file/d/1OUHbK4t-V-DGTg_NxTLb-cwxwKWjjW3f/view?usp=sharing,https://drive.google.com/file/d/1UtYWr2kFRW-aBXawvmEd1Jimjviu10rC/view?usp=drive_link,,,,23년11월,OJ-5260,1/29,1/25,11/7,FALSE
,,,,판,CS-231108.,OPT,THERMAL,62,OPT,CHISAN,28,9.38Mt,$2224.48,"$20,865.60",KMTCLCH4609448,KMTC TAIPEIS 2401N,TEMU5031680,1X20FT,"₩1,338.40",1/24,2/4,2/5,2/28,"₩2,809,190.0",,,https://drive.google.com/file/d/1tB7_FORy7qQQCdH5th59DvPqaNt2eiKZ/view?usp=sharing,https://drive.google.com/file/d/1TYFixxVYqS9S8O9CbRyShaLmH_qy3ev8/view?usp=drive_link,,,,23년11월,OJ-5261,1/29,1/25,11/8,FALSE
M079W2312NU00032,12/4,4/15,$40746.34,판,CS-231109.,APP,HI-BRITE,70,GILSTEAD PACIFIC,OKPNC,120,45.782Mt,$890.01,"$40,746.34",KMTCSIN3047191,KMTC YOKOHAMA /2312N,FFAU1085221,2X40FT,"₩1,386.41",1/6,1/27,1/26,2/28,"₩5,417,630.0",4/15,,https://drive.google.com/file/d/1MDJceC02Ng2tHnLqFCVnM_1QoAVerekc/view?usp=sharing,https://drive.google.com/file/d/1zcnpyHbqVVgSIsrrQ45b9K5YJtVUtG7g/view?usp=sharing,,,,23년11월,1800003153,,1/25,11/9,FALSE
,,,,제,CS-231110.,NPI,FORM BOND,90,NPI,CHISAN,96,107.37Mt,$850.00,"$91,264.50",KMTCIWK0037511,SUNNY LILY,BMOU6220046,5X40FT,"₩1,336.40",1/24,1/31,2/5,2/28,"₩12,443,660.0",1/31,,https://drive.google.com/file/d/1QCO24ZWhSTUgYsVQyWD7vJa-9knySoD0/view?usp=sharing,https://drive.google.com/file/d/1jdeFh7lzYHpHI1Pc7prc31-4UF67OzXW/view?usp=sharing,,,,23년11월,XJ-2014,1/24,1/24,11/10,FALSE
M04FQ2312NU00018,12/4,4/28,$17438.94,판,CS-231111.,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,37,21.267Mt,$820.00,"$17,438.94",220410000715,YM INCREMENT 286N,TSSU5135404,1X40FT,"₩1,380.40",1/24,1/26,1/30,2/28,"₩2,354,890.0",4/29,,https://drive.google.com/file/d/1pWYRPrKxMRwiq1BhLIuGSGWcO-fz3Swz/view?usp=drive_link,https://drive.google.com/file/d/1g2TvPdMtlnSv4SB_GrBZvERh8bwYge9V/view?usp=sharing,,,,23년11월,DW231105,1/26,1/26,11/11,FALSE
M04FQ2312NU00057,12/4,4/10,$54840.63,제,CS-231112.,CHUNGHWA,WF,65,CHUNGHWA,CHISAN,63,68.125Mt,$805.00,"$54,840.63",YMJAI202583923,YM INCREMENT 285N,MAGU5543812,3X40FT,"₩1,355.30",1/8,1/10,1/9,1/18,"₩7,178,920.0",4/9,,https://drive.google.com/file/d/1cfehSrmaMPsBYhv_CEgU6FVm--7BD0cG/view?usp=drive_link,https://drive.google.com/file/d/1cbtvQkwtTPhqTe6OAeRuS99Qqr5Ef9iz/view?usp=sharing,,,,23년11월,DW231106,,,11/12,TRUE
M04FQ2312NU00040,12/4,4/10,$90040.87,판,CS-231113.,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,83,111.852Mt,$805.00,"$90,040.87",YMJAI202583927,YM INCREMENT 285N,CAIU7876110,5X40FT,"₩1,355.30",1/8,1/10,1/9,1/18,"₩11,787,780.0",4/9,,https://drive.google.com/file/d/1RaXCoDpGVUOMXFbMsRRJnHIlCs_RA_wh/view?usp=drive_link,https://drive.google.com/file/d/1JJ9JR0w_PuLOHay6voT57If6JYBpQN_m/view?usp=sharing,,,,23년11월,DW231107,,,11/13,TRUE
M04FQ2312NU00032,12/4,4/10,$54718.27,판,CS-231114.,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,57,67.973Mt,$805.00,"$54,718.27",001DAM5189,WAN HAI 292,WHSU5450368,3X40FT,"₩1,355.10",1/9,1/11,1/11,1/18,"₩7,203,590.0",4/9,,https://drive.google.com/file/d/12jD3nB_mFJu-Ok3GBvP0_7MBX10Ll7wM/view?usp=sharing,https://drive.google.com/file/d/1oyfmuhND4WDXz_WMiuSntuDzGDOJERQl/view?usp=sharing,,,,23년11월,DW231118,,,11/14,TRUE
M04FQ2312NU00025,12/4,4/15,$92182.97,제,CS-231115.,CHUNGHWA,HI-WHITE WF,67,CHUNGHWA,CHISAN,114,114.513Mt,$805.00,"$92,182.97",YMJAI202585434,KMTC OSAKA 2318N,BSIU9777792,5X40FT,"₩1,385.10",1/14,1/17,1/16,1/18,"₩12,190,960.0",4/15,,https://drive.google.com/file/d/1p0u5yv_zMRjKX45dJ0OggXz2pPuJZcLA/view?usp=drive_link,https://drive.google.com/file/d/1oyfmuhND4WDXz_WMiuSntuDzGDOJERQl/view?usp=sharing,,,,23년11월,DW231109,,,11/15,FALSE
OFFER,,,,,CS-231116.,OPT,NCR,,OPT,청명전산,,,,,,,,,,1/24,2/4,,,,,,https://drive.google.com/file/d/1zPMHLgUFi9BUk0W_qjTVjGCPmQnjx18f/view?usp=sharing,https://drive.google.com/file/d/1iOvPmbj3SFyf9yWFzQYOx2swcsntswoU/view?usp=drive_link,,,,23년11월,OJ-5265,1/25,1/25,11/16,FALSE
,,,,제,CS-231117.,AP,KRAFT,120,AP,CHISAN,40,44.552Mt,$820.00,"$36,532.64",COSU6370418130,OOCL CANADA 102N,SEKU4678664,2X40FT,"₩1,336.30",1/3,2/6,2/26,3/12,"₩4,873,960.0",1/31,,,https://drive.google.com/file/d/1oAUdFPSt0NuGDRgovUV-to2lYkiGzqW2/view?usp=sharing,,,,23년11월,,,,11/17,FALSE
,,,,제,CS-231119.,SEGEZHA,KRAFT,50,GENEROUS INTERNATIONAL ENTERPRISE,CHISAN,90,87.326Mt,$827.46,"$72,258.53",MAEU278464995,MERATUS TOMINI,CLHU8437010,4X40FT,"₩1,354.90",4/12,4/17,4/23,5/31,"₩9,990,170.0",4/8,,https://drive.google.com/file/d/1KRaTpvYCBVjYf9QJdwZiWVnjLIBMpMF1/view?usp=sharing,https://drive.google.com/file/d/1_typMNZvl14fbnpDHGbZMbhsaF2qIczX/view?usp=drive_link,,,,23년11월,"GIE-23-017
4/8 72,258.53",4/16,4/16,11/19,FALSE
M04FQ2312NU00071,12/4,4/10,$86189.11,판,CS-231120.,APP,UWK,120/137/157,GOLD EAST,CHISAN,112,96.527Mt,$892.90,"$86,189.11",TLTCICBH4611003,JIANG YUAN,DFSU3158143,6X20FT,"₩1,355.50",12/26,1/9,1/8,1/18,"₩11,428,150.0",4/9,,https://drive.google.com/file/d/12gSMsgrltpI9-yxhGCH9TqSzw1GbVYrb/view?usp=sharing,https://drive.google.com/file/d/1VhOR7xChLehVmPkq8po04DLfukMC-YfX/view?usp=sharing,,,,23년11월,GEKR2300023CC,,,11/20,TRUE
M04FQ2312NU00064,12/4,4/22,$26438.01,판,CS-231121.,APP,C2S,157/180,GOLD EAST,CHISAN,35,33.047Mt,$800.01,"$26,438.01",029D531893,CHANG YUAN 759,WHSU2565846,2X20FT,"₩1,383.90",1/7,1/20,1/19,2/28,"₩3,504,620.0",4/22,,https://drive.google.com/file/d/1XtV9UdAG5nCoeWXxacFg4LY0Q9WswgIH/view?usp=sharing,https://drive.google.com/file/d/1MDqDl8QIMlYuUbiBsEuSUoETjqWqscMm/view?usp=sharing,,,,23년11월,HNKR2300055CC,,,11/21,FALSE
다이에이통관,,,,제,CS-231122.,SNP,MGP,30/35,SNP,CHISAN,138,66.167Mt,$1200.00,"$79,400.40",SNKO190231103199,PACIFIC BEIJING,SKHU6327648,3X40FT,,12/26,1/4,,,,,,,https://drive.google.com/file/d/1X_7x1g9tznsQ1hpk0PApZ6aom8xMSvUz/view?usp=sharing,,,,23년11월,,,,11/22,TRUE
다이에이통관,,,,판,CS-231123.,SNP,MGT,35,SNP,CHISAN,32,22.143Mt,$1250.00,"$27,678.75",SNKO190231103201,PACIFIC BEIJING,SKHU6313937,1X40FT,,12/26,1/4,,,,,,,https://drive.google.com/file/d/1a7QbfXnSCBooLzhy6EUCCIlv9NkeUPnC/view?usp=sharing,,,,23년11월,,,,11/23,TRUE
,,,,판,CS-231124.,SNP,MGO,25,SNP,CHISAN,48,22.282Mt,$1460.00,"$32,531.72",SNKO190231201213,DONGJIN VOYAGER,SKHU8112968,1X40FT,"₩1,313.90",12/29,1/7,1/8,1/18,"₩4,235,400.0",,,,https://drive.google.com/file/d/1n73fwc3lO0FNt-BHmRhsYYYYDxuyuMbt/view?usp=sharing,,,,23년11월,,,,11/24,TRUE
DP,,,,제,CS-231125.,AP,KRAFT,90,AP,CHISAN,22,19.412Mt,$830.00,"$16,111.96",COSU6370773950,OOCL MIAMI,OOLU6966895,1X40FT,"₩1,332.80",3/1,3/28,4/2,4/16,"₩2,161,580.0",3/22,,https://drive.google.com/file/d/14hYB9o_T7CvQ1gtZyICGqJmjlom8P40f/view?usp=sharing,https://drive.google.com/file/d/17ehYu2gVeKzpxFEUWXh7akXPDEE6nIq2/view?usp=drive_link,,,,23년11월,,3/6,3/6,11/24,FALSE
M079W2312NU00064,12/7,4/25,$75674.69,제,CS-231126.,APRIL,WF,70,APRIL,CHISAN,76,83.159Mt,$910.00,"$75,674.69",091DA21643,WAN HAI 277,WHSU6257395,4X40FT,"₩1,378.39",1/20,1/29,1/30,2/28,"₩10,639,860.0",4/25,,https://drive.google.com/file/d/1KKNZn0NB9fLnvHrQ1R2EgTPj_i-X3crL/view?usp=sharing,https://drive.google.com/file/d/1GcT7qEX_4bMix9HxWNYe-9S6rgPmSOBA/view?usp=sharing,,,,23년11월,2250044836,1/23,,11/26,FALSE
,,,,,CS-231127.,VISY,KLB,170/440,VISY,DONGJU,,,,,,,,,,,,,,,,,,,,,,23년11월,,,,11/27,FALSE
,,,,판,CS-231128.,SNP,MGI,30,SNP,POSCO 1ST,212,109.848Mt,$1250.00,"$137,310.00",SNKO190231200885,DONGJIN CONFIDENT 0111N,HLHU8328008,5X40FT,"₩1,344.60",1/7,1/15,1/19,2/28,"₩18,060,930.0",1/18,,,https://drive.google.com/file/d/1sicUc4Tf5uQtlzyGQmM5fxa9b3dT41gr/view?usp=sharing,,,,23년11월,,,,11/28,FALSE
,,,,판,CS-231129.,SNP,MGI,30,SNP,POSCO 2ND,35,21.126Mt,$1250.00,"$26,407.50",SNKO190231200885,SAWASDEE SIRIUS,SKHU6333466,1X40FT,"₩1,344.40",1/10,1/18,1/19,2/28,"₩3,473,480.0",1/18,,,https://drive.google.com/file/d/1NEXqp46gpi1HLV558LawU0CrmttqggTB/view?usp=sharing,,,,23년11월,,,,11/29,FALSE
M04FQ2312NU00107,,6/24,$59860.12,제,CS-231130.,WESTROCK,MG KRAFT,47,CELLMARK,CHISAN,67,45.521Mt,$1315.00,"$59,860.12",NAM6660406,APL CHONGQING,TGBU6546925,2X40FT,"₩1,390.60",2/28,3/27,3/29,4/16,"₩7,979,230.0",6/24,,https://drive.google.com/file/d/1LGh15V5QjwnHdUevLPVvBagO2Q0TZnQK/view?usp=sharing,https://drive.google.com/file/d/1LGh15V5QjwnHdUevLPVvBagO2Q0TZnQK/view?usp=drive_link,,,,23년11월,YZ30000490,3/13,3/13,11/30,FALSE
,,,,판,CS-231131.,AP,KRAFT,120,AP,CHISAN,154,85.048Mt,$830.00,"$70,589.84",COSU6370998250,ANL GIPPSLAND,CSNU7913803,4X40FT,"₩1,340.20",2/3,3/19,3/19,4/16,"₩9,287,220.0",3/20,,https://drive.google.com/file/d/1NvluiMYi4jE7_99qWPBcYcXojtSEiY9E/view?usp=sharing,https://drive.google.com/file/d/1rJr0ZCzrlGfNrOWOvn-lYefH9cEpFJfY/view?usp=drive_link,,,,23년11월,4875476,2/14,2/14,11/30,FALSE
M04FQ2312NU00096,12/5,4/29,$25365.96,제,CS-231201.,UPM,COPY,80,UPM,CHISAN,48,31.316Mt,$810.00,"$25,365.96",SCGUINC9FA255,CONCERTO 464E,BMOU1124414,2X20FT,"₩1,380.40",1/23,1/24,1/30,2/28,"₩3,400,680.0",4/29,,https://drive.google.com/file/d/1bkDJryYfKXCBf59oehs4a4NgQSsZBmUw/view?usp=sharing,https://drive.google.com/file/d/1eHwYxND8VrAsT1OcsmF7HEKmM2Gt6i9L/view?usp=drive_link,,,,23년12월,8642733,1/23,1/23,12/1,FALSE
,,,,제,CS-231202.,CPC,WF,64,TPPI,CHISAN,54,67.657Mt,$840.01,"$56,832.30",HASLJ03240100095,GLOBAL NUBIRA,SKHU9531613,3X40FT,"₩1,336.10",2/16,2/23,2/26,3/29,"₩7,582,220.0",,,https://drive.google.com/file/d/1QumV05obi1-8-OLLzkEIkQEMLNx2bxaK/view?usp=sharing,https://drive.google.com/file/d/1p4zqrCpC1Ax3U71UxvV_hF8_kxE4kaFQ/view?usp=drive_link,,,,23년12월,"C1CH23121
1/12 17,049.69
1/31 39,782.61",2/16,2/16,12/2,FALSE
,,,,제,CS-231203.,CPC,WF,52.3,TPPI,CHISAN,37,45.959Mt,$940.01,"$43,202.07",KMTCSEN0015047,SUNNY PALM,BEAU4862660,2X40FT,"₩1,335.80",2/7,2/26,2/27,3/12,"₩5,763,760.0",,,https://drive.google.com/file/d/1kJdb6qbtTjGbcQn4W36Vq93HnaxmvLHi/view?usp=sharing,https://drive.google.com/file/d/15zTt3-OffP8nkPBWwm8bCT2wi-nO6jZm/view?usp=drive_link,,,,23년12월,"C1CH23122
1/12 12,617.61
1/31 30,584.46",1/31,2/13,12/3,FALSE
tt30,,,,제,CS-231204.1,SYLVAMO,WF,70,SYLVAMO,CHISAN,97,89.999Mt,$800.00,"$71,999.20",SSZ1434417,COSCO SHIPPING,SEGU4948976,4X40FT,"₩1,384.30",4/5,5/13,6/7,6/13,"₩9,844,010.0",4/15,,https://drive.google.com/file/d/12-Gip8HMBPvPbvCejWxyRG9SifyR9NJS/view?usp=drivesdk,https://drive.google.com/file/d/1Ljiw0Nuw1M7kbK0qIAE5jK8H_-rBsoUF/view?usp=drive_link,,,,23년12월,"1/22 27,233.76
4/15 62,591.04",4/24,4/24,12/4,FALSE
tt30,,,,제,CS-231204.2,SYLVAMO,WF,70,SYLVAMO,CHISAN,21,22.282Mt,$800.00,"$17,825.60",SSZ1452712,CMA CGM,TCNU4551820,1X40FT,"₩1,384.30",4/11,6/27,6/19,7/31,"₩2,449,590.0",4/15,,,,,,,23년12월,,4/26,4/26,12/4,FALSE
tt30,,,,제,CS-231205.,SYLVAMO,WF,75,SYLVAMO,CHISAN,85,115.944Mt,$800.00,"$92,755.20",MEDUUO326067,ONE ANAZON,TRHU6193354,5X40FT,"₩1,341.90",3/10,4/19,4/25,5/31,"₩12,823,960.0",3/25,,https://drive.google.com/file/d/122Cph9MeCuTXOyN5ruxc5EQN6UTbszJR/view?usp=drivesdk,,,,,23년12월,"1/22 27,866.64
3/25 64,888.56",4/2,3/27,12/4,FALSE
tt30,,,,제,CS-231206.,SYLVAMO,WF,90,SYLVAMO,CHISAN,53,69.072Mt,$800.00,"$55,257.60",SSZ1434405,COSCO SHIPPING,CMAU4695106,3X40FT,"₩1,384.30",4/5,5/13,6/7,6/13,"₩7,555,040.0",4/15,,https://drive.google.com/file/d/1243G1uYVBRo8KJvjoeWPyX9chKso0tjM/view?usp=drivesdk,https://drive.google.com/file/d/1TElyO4O6rBCMxU49mdciOKThatMibGQT/view?usp=drive_link,,,,23년12월,"1/22 28,868.16
4/15 26,389.44",4/24,4/24,12/4,FALSE
tt30,,,,제,CS-231206.2,SYLVAMO,WF,90,SYLVAMO,CHISAN,32,50.835Mt,$800.00,"$40,668.00",SSZ1456506,CMA CGM,TGBU931710,1X40FT,"₩1,384.30",5/5,7/8,8/7,8/31,"₩5,610,550.0",4/15,,,,,,,23년12월,"4/15 40,668",4/30,4/30,12/4,FALSE
,,,,제,CS-231207.,NPI,FORM BOND,80,NPI,CHISAN,84,104.72Mt,$850.00,"$89,012.00",KMTCIWK0034541,SUNNY LILY 2405W,BEAU4875688,5X40FT,"₩1,333.10",2/7,2/16,2/20,3/29,"₩12,120,420.0",2/19,,https://drive.google.com/file/d/1OJJxJRkXD4DM2Eb11Bwz1USWOjJjH8Na/view?usp=sharing,https://drive.google.com/file/d/1WsUUNCMAcZEubfcKENKFDJfuWkiF7dJ1/view?usp=drive_link,,,,23년12월,XJ-2015,2/8,2/8,12/7,FALSE
